isErrorWideL,shotDirection,isSlice,secondServeZone,pointNumber,clientTeam,Event,secondServeXCoord,firstServeYCoord,firstServeIn,lineupPosition,shotInRally,Date,Surface,firstServeZone,isErrorLong,isErrorNet,player1Hand,player2Hand,shotLocationY,isExcitingPoint,isOverhead,pointScore,setScore,isApproach,player1Name,matchDetails,gameScore,serverName,isDropshot,shotFhBh,isBreakPoint,isLob,pointStartTime,shotLocationX,isLet,isVolley,isErrorWideR,matchVenue,pointEndTime,firstServeXCoord,isAce,serverFarNear,secondServeIn,Division,side,Notes,atNetPlayer2,shotContactX,atNetPlayer1,isPointEnd,Round,isPointStart,player2Name,isWinner,opponentTeam,secondServeYCoord,shotContactY,player1,player2,returnerName,shotHitBy,pointWonBy
,,,Body,104,,,100.0,-6.0,0.0,,1.0,,,T,,,,,,,,0-15,1-0,,,,4-4,Aristotelis Thanos,,,,,5136790,,0.0,,,,,47.0,,Near,1.0,,Ad,,,,,,,1.0,,,,201.0,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,104,,,,,,,2.0,,,,,,,,-280.0,,,0-15,1-0,,,,4-4,Aristotelis Thanos,,Backhand,,,5150319,28.0,0.0,,,,,,,Near,,,Ad,,,170.0,,,,,,,,,587.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,Down the Line,,,104,,,,,,,3.0,,,,,,,,432.0,,,0-15,1-0,,,,4-4,Aristotelis Thanos,,Forehand,,,5151469,20.0,0.0,,,,,,,Near,,,Deuce,,,26.0,,,,,,,,,-542.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,104,,,,,,,4.0,,,,,,,,-184.0,,,0-15,1-0,,,,4-4,Aristotelis Thanos,,Backhand,,,5152739,18.0,0.0,,,,,,,Near,,,Ad,,,47.0,,,,,,,,,587.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,Down the Line,,,104,,,,,,,5.0,,,,,,,,274.0,,,0-15,1-0,,,,4-4,Aristotelis Thanos,,Forehand,,,5154273,-105.0,0.0,,,,,,,Near,,,Ad,,,-25.0,,,,,,,,,-471.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,104,,,,,,,6.0,,,,,,,,-344.0,,,0-15,1-0,,,,4-4,Aristotelis Thanos,,Forehand,,,5156075,90.0,0.0,,,,,,,Near,,,Deuce,,,-193.0,,,,,,,,,574.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,104,,,,,,,7.0,,,,,,,,200.0,,,0-15,1-0,,,,4-4,Aristotelis Thanos,,Forehand,,,5157023,-78.0,0.0,,,,,,,Near,,,Deuce,,,215.0,,,,,,,,,-513.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,104,,,,,,,8.0,,,,,,,,-432.0,,,0-15,1-0,,,,4-4,Aristotelis Thanos,,Forehand,,,5158144,-92.0,0.0,,,,,,,Near,,,Deuce,,,-182.0,,,,,,,,,489.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,104,,,,,,,9.0,,,,,,,,91.0,,,0-15,1-0,,,,4-4,Aristotelis Thanos,,Backhand,,,5159542,66.0,0.0,,,,,,,Near,,,Ad,,,-153.0,,,,,,,,,-590.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,1.0,,104,,,,,,,10.0,,,,,,,,-53.0,,,0-15,1-0,1.0,,,4-4,Aristotelis Thanos,1.0,Backhand,,,5160939,-81.0,0.0,,,,,,,Near,,,Ad,,,100.0,,,,,,,,,358.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,104,,,,,,,11.0,,,,,,,,229.0,,,0-15,1-0,,,,4-4,Aristotelis Thanos,,Backhand,,1.0,5162988,20.0,0.0,,,,,,,Near,,,Ad,,,-97.0,,,,,,,,,-108.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,104,,,,,,,12.0,,,,,,,,-77.0,,,0-15,1-0,,,,4-4,Aristotelis Thanos,,Backhand,,,5165562,7.0,0.0,1.0,,,,,,Near,,,Ad,,,18.0,,,,,,,,,230.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,104,,,,,,,13.0,,,,,,,,197.0,,,0-15,1-0,,,,4-4,Aristotelis Thanos,,Forehand,,,5165965,-78.0,0.0,1.0,,,5166685.0,,,Near,,,Deuce,,,12.0,,1.0,,,,1.0,,,-71.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,,,,105,,,,164.0,1.0,,1.0,,,Body,,,,,,,,15-15,1-0,,,,4-4,Aristotelis Thanos,,,,,5203284,,0.0,,,,,-100.0,,Near,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,
,,,,105,,,,,,,,,,,,,,,,,,15-15,1-0,,,,4-4,,,,,,5203622,,0.0,,,,,,,,,,,,,,,,,,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,
,Down the Line,,,105,,,,,,,2.0,,,,,,,,-312.0,,,15-15,1-0,,,,4-4,Aristotelis Thanos,,Forehand,,,5206783,-62.0,0.0,,,,,,,Near,,,Deuce,,,-188.0,,,,,,,,,579.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,
,Crosscourt,,,105,,,,,,,3.0,,,,,,,,453.0,,,15-15,1-0,,,,4-4,Aristotelis Thanos,,Forehand,,,5208558,58.0,0.0,,,,,,,Near,,,Ad,,,-28.0,,,,,,,,,-513.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,
,Down the Line,,,105,,,,,,,4.0,,,,,,,,-322.0,,,15-15,1-0,,,,4-4,Aristotelis Thanos,,Backhand,,,5210135,36.0,0.0,,,,,,,Near,,,Ad,,,71.0,,,,,,,,,566.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,
,Down the Line,,,105,,,,,,,5.0,,,,,,,,418.0,,,15-15,1-0,,,,4-4,Aristotelis Thanos,,Forehand,,,5211548,116.0,0.0,,,,,,,Near,,,Deuce,,,63.0,,,,,,,,,-529.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,
,Crosscourt,,,105,,,,,,,6.0,,,,,,,,-253.0,,,15-15,1-0,,,,4-4,Aristotelis Thanos,,Backhand,,,5213073,-14.0,0.0,,,,,,,Near,,,Ad,,,127.0,,,,,,,,,515.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,
,,,,106,,,,,,,,,,,,,,,,,,15-30,1-0,,,,4-4,,,,,,5246211,,0.0,,,,,,,,,,,,,,,,,,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,,Aristotelis Thanos
,Down the Line,,,106,,,,,,,,,,,,,,,-320.0,,,15-30,1-0,,,,4-4,Aristotelis Thanos,,Backhand,,,5248483,106.0,0.0,,,,,,,Near,,,Ad,,,268.0,,,,,,,,,601.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,106,,,,,,,,,,,,,,,421.0,,,15-30,1-0,,,,4-4,Aristotelis Thanos,,Forehand,,,5250658,-76.0,0.0,,,,,,,Near,,,Deuce,,,95.0,,,,,,,,,-524.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,,Aristotelis Thanos
,Crosscourt,,,106,,,,,,,,,,,,,,,-296.0,,,15-30,1-0,,,,4-4,Aristotelis Thanos,,Forehand,,,5251670,7.0,0.0,,,,,,,Near,,,Deuce,,,-148.0,,,,,,,,,523.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,Down the Line,,,106,,,,,,,,,,,,1.0,,,0.0,,,15-30,1-0,,,,4-4,Aristotelis Thanos,,Forehand,,,5253263,52.0,0.0,,,,5259455.0,,,Near,,,Deuce,,,44.0,,1.0,,,,,,,-497.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,,Aristotelis Thanos
,,,,107,,,,122.0,1.0,,1.0,,,Wide,,,,,,,,15-40,1-0,,,,4-4,Aristotelis Thanos,,,1.0,,5289889,,0.0,,,,,-140.0,,Near,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,107,,,,,,,2.0,,,,,,,,-296.0,,,15-40,1-0,,,,4-4,Aristotelis Thanos,,Forehand,,,5292042,-60.0,0.0,,,,,,,Near,,,Deuce,,,-243.0,,,,,,,,,545.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,107,,,,,,,3.0,,,,,,,,402.0,,,15-40,1-0,,,,4-4,Aristotelis Thanos,,Backhand,,,5293881,20.0,0.0,,,,,,,Near,,,Ad,,,-33.0,,,,,,,,,-471.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,107,,,,,,,4.0,,,,,1.0,,,0.0,,,15-40,1-0,,,,4-4,Aristotelis Thanos,,Backhand,,,5295355,74.0,0.0,,,,5301196.0,,,Near,,,Ad,,,66.0,,1.0,,,,,,,531.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,,,Wide,108,,,108.0,303.0,0.0,,1.0,,,Wide,,,,,,,,30-40,1-0,,,,4-4,Aristotelis Thanos,,,1.0,,5319498,,0.0,,,,,122.0,,Near,1.0,,Ad,,,,,,,1.0,,,,193.0,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,108,,,,,,,2.0,,,,,,,,-266.0,,,30-40,1-0,,,,4-4,Aristotelis Thanos,,Backhand,,,5334161,-20.0,0.0,,,,,,,Near,,,Ad,,,175.0,,,,,,,,,571.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,Down the Line,,,108,,,,,,,3.0,,,,,,,,402.0,,,30-40,1-0,,,,4-4,Aristotelis Thanos,,Forehand,,,5335737,-41.0,0.0,,,,,,,Near,,,Ad,,,-76.0,,,,,,,,,-495.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,108,,,,,,,4.0,,,,,,,,-205.0,,,30-40,1-0,,,,4-4,Aristotelis Thanos,,Forehand,,,5336847,90.0,0.0,,,,,,,Near,,,Deuce,,,-57.0,,,,,,,,,569.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,108,,,,,,,5.0,,,,,,,,261.0,,,30-40,1-0,,,,4-4,Aristotelis Thanos,,Forehand,,,5339317,-113.0,0.0,,,,,,,Near,,,Deuce,,,154.0,,,,,,,,,-476.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
1.0,Crosscourt,,,108,,,,,,,6.0,,,,1.0,,,,-496.0,,,30-40,1-0,,,,4-4,Aristotelis Thanos,,Forehand,,,5341686,162.0,0.0,,,,5341696.0,,,Near,,,Deuce,,,-198.0,,1.0,,,,,,,526.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,,,,109,,,,135.0,1.0,,1.0,,,Wide,,,,,,,,40-40,1-0,,,,4-4,Aristotelis Thanos,,,1.0,,5373193,,0.0,,,,,-134.0,,Near,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,109,,,,,,,2.0,,,,,,,,-256.0,,,40-40,1-0,,,,4-4,Aristotelis Thanos,,Forehand,,,5377298,-94.0,0.0,,,,,,,Near,,,Deuce,,,-265.0,,,,,,,,,558.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Aristotelis Thanos
,Down the Line,,,109,,,,,,,3.0,,,,,,,,370.0,,,40-40,1-0,1.0,,,4-4,Aristotelis Thanos,,Backhand,,,5379208,-46.0,0.0,,,,5380493.0,,,Near,,,Ad,,,-46.0,,1.0,,,,1.0,,,-404.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos
,,,,110,,,,172.0,1.0,,1.0,,,Body,,,,,,,,0-0,1-0,,,,5-4,Rudy Quan,,,,,5491246,,0.0,,,,,-60.0,,Near,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,
,Down the Line,,,110,,,,,,,2.0,,,,,,,,-258.0,,,0-0,1-0,,,,5-4,Rudy Quan,,Forehand,,,5493741,-76.0,0.0,,,,,,,Near,,,Deuce,,,-185.0,,,,,,,,,563.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,
,Crosscourt,,,110,,,,,,,3.0,,,,,,,,437.0,,,0-0,1-0,,,,5-4,Rudy Quan,,Backhand,,,5495682,26.0,0.0,,,,,,,Near,,,Ad,,,-65.0,,,,,,,,,-505.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,
,Crosscourt,,,110,,,,,,,4.0,,,,,,,,-333.0,,,0-0,1-0,,,,5-4,Rudy Quan,,Backhand,,,5498250,-108.0,0.0,,,,,,,Near,,,Ad,,,28.0,,,,,,,,,550.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,
,Crosscourt,,,110,,,,,,,5.0,,,,,,,,381.0,,,0-0,1-0,,,,5-4,Rudy Quan,,Backhand,,,5498251,20.0,0.0,,,,,,,Near,,,Ad,,,-156.0,,,,,,,,,-492.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,
,Down the Line,,,110,,,,,,,6.0,,,,,,,,-272.0,,,0-0,1-0,,,,5-4,Rudy Quan,,Backhand,,,5499893,50.0,0.0,,,,,,,Near,,,Ad,,,98.0,,,,,,,,,507.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,
,Crosscourt,,,110,,,,,,,7.0,,,,,,,,277.0,,,0-0,1-0,,,,5-4,Rudy Quan,,Forehand,,,5501386,-36.0,0.0,,,,,,,Near,,,Deuce,,,47.0,,,,,,,,,-508.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,
,Down the Line,,,110,,,,,,,8.0,,,,,,,,-309.0,,,0-0,1-0,,,,5-4,Rudy Quan,,Forehand,,,5503116,-38.0,0.0,,,,,,,Near,,,Deuce,,,-28.0,,,,,,,,,510.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,
,Crosscourt,,,110,,,,,,,9.0,,,,,,,,376.0,,,0-0,1-0,,,,5-4,Rudy Quan,,Backhand,,,5504340,42.0,0.0,,,,,,,Near,,,Ad,,,-60.0,,,,,,,,,-508.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,
,Crosscourt,,,110,,,,,,,10.0,,,,,,,,-330.0,,,0-0,1-0,,,,5-4,Rudy Quan,,Backhand,,,5506433,-57.0,0.0,,,,,,,Near,,,Ad,,,68.0,,,,,,,,,523.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,
,Crosscourt,,,110,,,,,,,11.0,,,,,,,,442.0,,,0-0,1-0,,,,5-4,Rudy Quan,,Backhand,,,5506434,15.0,0.0,,,,,,,Near,,,Ad,,,-121.0,,,,,,,,,-500.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,
,,,,111,,,,,,,,,,,,,,,,,,15-0,1-0,,,,5-4,,,,,,5532671,,0.0,,,,,,,,,,,,,,,,,,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,,Rudy Quan
,,,Body,111,,,79.0,473.0,0.0,,1.0,,,Body,,,,,,,,15-0,1-0,,,,5-4,Rudy Quan,,,,,5538273,,0.0,,,,,92.0,,Near,1.0,,Ad,,,,,,,1.0,,,,100.0,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,111,,,,,,,2.0,,,,,,,,-274.0,,,15-0,1-0,,,,5-4,Rudy Quan,,Forehand,,,5550610,-76.0,0.0,,,,,,,Near,,,Ad,,,92.0,,,,,,,,,505.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,,Rudy Quan
,Crosscourt,,,111,,,,,,,3.0,,,,,,,,341.0,,,15-0,1-0,,,,5-4,Rudy Quan,,Backhand,,,5552369,2.0,0.0,,,,,,,Near,,,Ad,,,-190.0,,,,,,,,,-487.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,111,,,,,,,4.0,,,,,,,,-258.0,,,15-0,1-0,,,,5-4,Rudy Quan,,Backhand,,,5554100,15.0,0.0,,,,,,,Near,,,Ad,,,140.0,,,,,,,,,537.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,,Rudy Quan
,Down the Line,,,111,,,,,,,5.0,,,,,,,,328.0,,,15-0,1-0,,,,5-4,Rudy Quan,,Forehand,,,5555315,-52.0,0.0,,,,,,,Near,,,Ad,,,-17.0,,,,,,,,,-412.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,111,,,,,,,6.0,,,,,,,,-205.0,,,15-0,1-0,,,,5-4,Rudy Quan,,Forehand,,,5556696,52.0,0.0,,,,,,,Near,,,Deuce,,,-60.0,,,,,,,,,537.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,,Rudy Quan
,Down the Line,,,111,,,,,,,7.0,,,,,,,,322.0,,,15-0,1-0,,,,5-4,Rudy Quan,,Forehand,,,5557875,84.0,0.0,,,,,,,Near,,,Deuce,,,98.0,,,,,,,,,-476.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,111,,,,,,,8.0,,,,,,,,-317.0,,,15-0,1-0,,,,5-4,Rudy Quan,,Backhand,,,5559565,28.0,0.0,,,,,,,Near,,,Ad,,,119.0,,,,,,,,,553.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,,Rudy Quan
,Crosscourt,,,111,,,,,,,9.0,,,,,,,,413.0,,,15-0,1-0,,,,5-4,Rudy Quan,,Forehand,,,5560680,-78.0,0.0,,,,,,,Near,,,Deuce,,,20.0,,,,,,,,,-540.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,111,,,,,,,10.0,,,,,,,,-306.0,,,15-0,1-0,,,,5-4,Rudy Quan,,Forehand,,,5562408,44.0,0.0,,,,,,,Near,,,Deuce,,,-145.0,,,,,,,,,526.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,,Rudy Quan
,Down the Line,,,111,,,,,,,11.0,,,,,,,,274.0,,,15-0,1-0,,,,5-4,Rudy Quan,,Forehand,,,5563604,39.0,0.0,,,,,,,Near,,,Deuce,,,124.0,,,,,,,,,-521.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,111,,,,,,,12.0,,,,,,,,-232.0,,,15-0,1-0,,,,5-4,Rudy Quan,,Backhand,,,5567032,-230.0,0.0,,1.0,,5567042.0,,,Near,,,Ad,,,31.0,,1.0,,,,,,,505.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,,Rudy Quan
,,,,112,,,,220.0,1.0,,1.0,,,T,,,,,,,,30-0,1-0,,,,5-4,Rudy Quan,,,,,5588448,,0.0,,,,,-46.0,,Near,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,112,,,,,,,2.0,,,,,,,,-258.0,,,30-0,1-0,,,,5-4,Rudy Quan,,Forehand,,,5590537,-33.0,0.0,,,,,,,Near,,,Deuce,,,-174.0,,,,,,,,,553.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Down the Line,,,112,,,,,,,3.0,,,,,,,,296.0,,,30-0,1-0,,,,5-4,Rudy Quan,,Forehand,,,5592500,95.0,0.0,,,,5595049.0,,,Near,,,Deuce,,,18.0,,1.0,,,,1.0,,,-415.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,,,,113,,,,220.0,1.0,,1.0,,,Body,,,,,,,,40-0,1-0,,,,5-4,Rudy Quan,,,,,5620959,,0.0,,,,,84.0,,Near,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,113,,,,,,,2.0,,,,,,,,-274.0,,,40-0,1-0,,,,5-4,Rudy Quan,,Backhand,,,5625018,-33.0,0.0,,,,,,,Near,,,Ad,,,95.0,,,,,,,,,542.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Down the Line,,,113,,,,,,,3.0,,,,,,,,336.0,,,40-0,1-0,,,,5-4,Rudy Quan,,Forehand,,,5625019,-92.0,0.0,,,,,,,Near,,,Ad,,,-46.0,,,,,,,,,-428.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,113,,,,,,,4.0,,,,,,,,-274.0,,,40-0,1-0,,,,5-4,Rudy Quan,,Forehand,,,5626788,-38.0,0.0,,,,,,,Near,,,Deuce,,,-105.0,,,,,,,,,531.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Down the Line,,,113,,,,,,,5.0,,,,,,,,317.0,,,40-0,1-0,,,,5-4,Rudy Quan,,Backhand,,,5628213,-12.0,0.0,,,,,,,Near,,,Ad,,,-38.0,,,,,,,,,-412.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,113,,,,,,,6.0,,,,,,,,-344.0,,,40-0,1-0,,,,5-4,Rudy Quan,,Forehand,,,5629764,84.0,0.0,,,,,,,Near,,,Deuce,,,-4.0,,,,,,,,,505.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Down the Line,,,113,,,,,,,7.0,,,,,,,,376.0,,,40-0,1-0,,,,5-4,Rudy Quan,,Forehand,,,5630270,7.0,0.0,,,,,,,Near,,,Deuce,,,170.0,,,,,,,,,-582.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,113,,,,,,,8.0,,,,,1.0,,,3.0,,,40-0,1-0,,,,5-4,Rudy Quan,1.0,Forehand,,,5633607,124.0,0.0,,,,5644423.0,,,Near,,,Deuce,,,-4.0,,1.0,,,,,,,483.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,,,,114,,,,-222.0,1.0,,1.0,,,Body,,,,,,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,,,,5674851,,0.0,,,,,58.0,,Far,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,,,114,,,,,,,2.0,,,,,,,,405.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5678022,36.0,0.0,,,,,,,Far,,,Deuce,,,148.0,,,,,,,,,-558.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,114,,,,,,,3.0,,,,,,,,-261.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5679835,-30.0,0.0,,,,,,,Far,,,Ad,,,26.0,,,,,,,,,510.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,114,,,,,,,4.0,,,,,,,,453.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5681343,52.0,0.0,,,,,,,Far,,,Ad,,,-54.0,,,,,,,,,-542.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,114,,,,,,,5.0,,,,,,,,-80.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5683605,-62.0,0.0,,,,,,,Far,,,Ad,,,100.0,,,,,,,,,542.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,1.0,,114,,,,,,,6.0,,,,,,,,392.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5683882,-25.0,0.0,,,,,,,Far,,,Ad,,,-126.0,,,,,,,,,-396.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,114,,,,,,,7.0,,,,,,,,-261.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5686419,55.0,0.0,,,,,,,Far,,,Deuce,,,-22.0,,,,,,,,,502.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,114,,,,,,,8.0,,,,,,,,440.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5687212,-17.0,0.0,,,,,,,Far,,,Deuce,,,154.0,,,,,,,,,-521.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Down the Line,,,114,,,,,,,9.0,,,,,,,,-290.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5689398,-81.0,0.0,,,,,,,Far,,,Deuce,,,-52.0,,,,,,,,,526.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,114,,,,,,,10.0,,,,,,,,333.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5689775,12.0,0.0,,,,,,,Far,,,Ad,,,-148.0,,,,,,,,,-537.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,114,,,,,,,11.0,,,,,,,,-269.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5691878,-94.0,0.0,,,,,,,Far,,,Ad,,,82.0,,,,,,,,,513.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,,,114,,,,,,,12.0,,,,,,,,402.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Backhand,,,5693103,-17.0,0.0,,,,,,,Far,,,Ad,,,-174.0,,,,,,,,,-479.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Down the Line,,,114,,,,,,,13.0,,,,,,,,-328.0,,,0-0,1-0,,,,5-5,Aristotelis Thanos,,Forehand,,,5694654,127.0,0.0,,,,,,,Far,,,Ad,,,28.0,,,,,,,,,542.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
